# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "data/yeast.gtf" "-o" "outputs/final_counts_matrix.txt" "outputs/STAR_alignment_results/yeastAligned.sortedByName.out.bam" 
Geneid	Chr	Start	End	Strand	Length	outputs/STAR_alignment_results/yeastAligned.sortedByName.out.bam
NM_001183914.1	chrXVI	361872	363362	+	1491	8
NM_001183913.1	chrXVI	363520	364068	-	549	0
NM_001183912.1	chrXVI	364386	364727	-	342	6
NM_001183911.1	chrXVI	364952	366430	+	1479	8
NM_001184515.1	chrXVI	366529	366735	-	207	4
NM_001183910.1	chrXVI	366927	368018	+	1092	2
NM_001183909.1	chrXVI	368071	369441	-	1371	8
NM_001183908.1	chrXVI	369839	370663	-	825	26
NM_001183907.1	chrXVI	370978	372921	+	1944	67
NM_001183906.1	chrXVI	373793	375169	+	1377	2
NM_001183905.1	chrXVI	375502	376953	+	1452	14
NM_001183904.1	chrXVI;chrXVI	377291;378390	377995;378395	-;-	711	24
NM_001183903.1	chrXVI	379120	381150	-	2031	4
NM_001183902.1	chrXVI	381965	382993	+	1029	0
NM_001183901.1	chrXVI	383455	384408	+	954	7
NM_001183900.1	chrXVI	384773	386446	-	1674	6
NM_001183898.1	chrXVI	394038	396572	+	2535	2
NM_001183897.1	chrXVI	396702	398105	-	1404	0
NM_001183896.1	chrXVI	398480	404083	-	5604	6
NM_001183895.1	chrXVI;chrXVI	404950;405458	404956;406044	+;+	594	2
NM_001348884.1	chrXVI	406172	406498	-	327	0
NM_001183893.1	chrXVI;chrXVI	406636;407068	406646;407539	+;+	483	39
NM_001183892.1	chrXVI	408010	408744	-	735	17
NM_001183891.1	chrXVI	409368	410090	-	723	3
NM_001183890.1	chrXVI	410443	411285	+	843	0
NM_001183889.1	chrXVI;chrXVI	412254;413013	412261;415362	+;+	2358	4
NM_001183888.1	chrXVI	415763	418027	+	2265	4
NM_001183886.1	chrXVI	418512	420011	+	1500	0
NM_001183885.1	chrXVI	420048	420518	-	471	0
NM_001183884.1	chrXVI	420948	422786	+	1839	8
NM_001183883.1	chrXVI	422885	423892	-	1008	0
NM_001183882.1	chrXVI	424215	425096	-	882	2
NM_001183881.1	chrXVI	425251	425847	-	597	0
NM_001183880.1	chrXVI	426233	427672	+	1440	2
NM_001183879.1	chrXVI	427927	428655	+	729	0
NM_001183878.1	chrXVI	428711	429616	-	906	0
NM_001183877.1	chrXVI	429939	431369	+	1431	14
NM_001348885.1	chrXVI	431895	432299	+	405	0
NM_001183875.1	chrXVI	432588	434090	+	1503	92
NM_001183874.1	chrXVI	434523	435764	+	1242	0
NM_001305015.2	chrXVI;chrXVI	437333;439429	439427;442742	-;-	5409	0
NM_001183873.1	chrXVI	444579	445031	+	453	0
NM_001183872.1	chrXVI	445842	450377	-	4536	26
NM_001183871.1	chrXVI	451909	453057	-	1149	2
NM_001183870.1	chrXVI	453430	453735	-	306	0
NM_001183869.1	chrXVI	453992	454990	-	999	1
NM_001183868.1	chrXVI	455759	456664	+	906	0
NM_001183867.1	chrXVI	457118	458458	-	1341	14
NM_001183866.4	chrXVI;chrXVI	458799;459007	459005;459678	+;+	879	2
NM_001183865.1	chrXVI	459963	460559	+	597	4
NM_001183864.1	chrXVI	460779	461966	-	1188	13
NM_001183863.1	chrXVI	462481	463839	-	1359	8
NM_001183862.1	chrXVI	464401	465648	+	1248	17
NM_001183861.1	chrXVI	465962	466261	+	300	2
NM_001183860.1	chrXVI	466644	466943	-	300	0
NM_001183859.1	chrXVI	467260	469656	+	2397	0
NM_001183857.1	chrXVI	469939	471996	+	2058	14
NM_001183856.1	chrXVI	473040	474707	-	1668	0
NM_001183855.1	chrXVI	475118	475741	-	624	0
NM_001183854.1	chrXVI	475993	479001	-	3009	4
NM_001183853.1	chrXVI	479225	480175	+	951	2
NM_001184580.1	chrXVI	480182	480373	+	192	0
NM_001183852.1	chrXVI	480535	481068	+	534	0
NM_001183851.1	chrXVI	481428	481901	-	474	25
NM_001183850.1	chrXVI	482843	485686	+	2844	0
NM_001183848.1	chrXVI	486712	487209	+	498	0
NM_001183847.1	chrXVI	487362	488207	-	846	0
NM_001183846.1	chrXVI	488887	491364	-	2478	8
NM_001183845.1	chrXVI;chrXVI	492018;493021	492918;493037	-;-	918	2
NM_001183844.1	chrXVI	493543	495246	+	1704	6
NM_001183843.1	chrXVI	495506	497719	+	2214	4
NM_001183842.1	chrXVI	498096	499292	+	1197	21
NM_001183841.1	chrXVI	499665	500402	+	738	0
NM_001183840.1	chrXVI	500675	502183	-	1509	10
NM_001183838.1	chrXVI	503517	504242	+	726	2
NM_001183837.1	chrXVI	504339	506312	-	1974	6
NM_001183836.1	chrXVI	506697	509999	+	3303	4
NM_001183835.1	chrXVI	511101	511664	+	564	0
NM_001183834.1	chrXVI	512313	514178	-	1866	2
NM_001183833.1	chrXVI	514511	517018	-	2508	2
NM_001183832.1	chrXVI	517651	518760	+	1110	0
NM_001183831.1	chrXVI	518734	520233	-	1500	2
NM_001183829.1	chrXVI	525810	526883	-	1074	2
NM_001183828.1	chrXVI	527547	528692	+	1146	0
NM_001183827.1	chrXVI	528985	529350	-	366	6
NM_001183826.1	chrXVI	529723	533409	+	3687	12
NM_001183825.1	chrXVI	533642	534703	-	1062	1
NM_001183824.1	chrXVI	535018	535587	+	570	14
NM_001183823.1	chrXVI	535820	538936	-	3117	10
NM_001183822.1	chrXVI	539385	541970	+	2586	0
NM_001183821.1	chrXVI	542082	543848	-	1767	0
NM_001183820.1	chrXVI	544631	548143	+	3513	0
NM_001183819.1	chrXVI	548486	550306	+	1821	0
NM_001183818.1	chrXVI	550632	551657	-	1026	8
NM_001183817.1	chrXVI	552020	553408	+	1389	0
NM_001183816.1	chrXVI	553627	554328	-	702	2
NM_001183815.1	chrXVI	554605	555729	+	1125	0
NM_001184098.1	chrXVI	556377	557837	+	1461	0
NM_001184099.1	chrXVI	558385	559935	+	1551	0
NM_001184100.1	chrXVI	561504	563768	-	2265	4
NM_001184101.1	chrXVI	564007	565041	-	1035	6
NM_001184102.1	chrXVI	565787	566671	-	885	0
NM_001184103.1	chrXVI	567269	568996	-	1728	2
NM_001184104.1	chrXVI	569336	571378	-	2043	0
NM_001184105.1	chrXVI	573018	575102	+	2085	1
NM_001184106.1	chrXVI	576552	577358	+	807	8
NM_001184107.1	chrXVI	577585	581196	-	3612	14
NM_001184689.1	chrXVI;chrXVI	582373;582702	582558;582734	-;-	219	7
NM_001184108.1	chrXVI	583062	584042	-	981	2
NM_001184110.1	chrXVI	584632	585585	-	954	0
NM_001348886.1	chrXVI	587189	587518	-	330	0
NM_001184112.1	chrXVI	590283	591026	-	744	0
NM_001184113.1	chrXVI	592332	593069	-	738	24
NM_001184114.1	chrXVI	593486	593917	-	432	0
NM_001184115.1	chrXVI	594476	596296	+	1821	2
NM_001184116.1	chrXVI	596750	599551	+	2802	2
NM_001184117.1	chrXVI	599870	600217	+	348	14
NM_001184118.1	chrXVI	600649	603357	-	2709	0
NM_001184119.1	chrXVI	603911	607312	-	3402	0
NM_001184120.1	chrXVI	608826	610031	-	1206	4
NM_001184121.1	chrXVI	610481	612724	+	2244	9
NM_001184122.1	chrXVI	613377	614558	-	1182	2
NM_001184123.1	chrXVI	615379	619014	+	3636	2
NM_001184124.1	chrXVI	620425	621258	-	834	0
NM_001184125.1	chrXVI;chrXVI	623527;623711	623577;624202	+;+	543	9
NM_001184126.1	chrXVI	624469	626967	-	2499	6
NM_001184127.1	chrXVI	627880	631245	+	3366	0
NM_001184128.1	chrXVI	631515	633761	+	2247	2
NM_001184129.1	chrXVI	634123	637224	+	3102	2
NM_001184130.1	chrXVI	637379	639019	-	1641	20
NM_001184131.1	chrXVI	639525	640958	+	1434	8
NM_001184132.2	chrXVI	642208	643320	+	1113	49
NM_001184133.1	chrXVI	643836	645272	+	1437	20
NM_001184516.1	chrXVI	645950	646153	+	204	13
NM_001184134.1	chrXVI	646448	647038	-	591	2
NM_001184137.1	chrXVI	647305	648375	+	1071	2
NM_001184138.1	chrXVI	648704	649921	+	1218	14
NM_001184139.1	chrXVI	650435	653662	-	3228	0
NM_001184140.1	chrXVI;chrXVI	654166;654571	654167;654847	+;+	279	43
NM_001184143.1	chrXVI	656799	657344	+	546	0
NM_001184144.1	chrXVI	657529	658938	+	1410	0
NM_001184145.1	chrXVI	659182	661053	+	1872	2
NM_001184146.1	chrXVI	661137	664673	-	3537	0
NM_001184148.1	chrXVI	664960	665490	+	531	4
NM_001184149.1	chrXVI	665693	665974	-	282	2
NM_001348887.1	chrXVI	665788	666243	-	456	0
NM_001184151.1	chrXVI	666280	667446	+	1167	2
NM_001184152.1	chrXVI	667676	670873	+	3198	0
NM_001184153.1	chrXVI	671126	672142	+	1017	2
NM_001184154.1	chrXVI	672471	673496	+	1026	4
NM_001184155.1	chrXVI	673751	674674	+	924	0
NM_001184157.1	chrXVI	674861	675631	-	771	10
NM_001184158.1	chrXVI	675977	676882	-	906	2
NM_001184159.1	chrXVI	677165	677641	+	477	2
NM_001184160.1	chrXVI;chrXVI	677812;678280	678193;678320	-;-	423	9
NM_001348888.1	chrXVI	678951	679370	+	420	0
NM_001184162.1	chrXVI	679693	680799	+	1107	6
NM_001184163.1	chrXVI	681213	682112	+	900	0
NM_001184164.1	chrXVI	682220	682777	+	558	2
NM_001184165.1	chrXVI	682941	684353	-	1413	5
NM_001184166.1	chrXVI	684556	685437	-	882	14
NM_001184167.1	chrXVI	685898	687598	+	1701	2
NM_001184168.1	chrXVI	688172	688807	+	636	2
NM_001184169.1	chrXVI	690107	691789	+	1683	7
NM_001184170.1	chrXVI	691933	692418	-	486	4
NM_001184171.1	chrXVI	692796	694838	-	2043	57
NM_001184172.1	chrXVI	695737	696819	-	1083	0
NM_001184175.1	chrXVI	697147	698265	-	1119	0
NM_001184176.1	chrXVI	698869	700014	+	1146	0
NM_001184177.1	chrXVI	700594	701970	+	1377	142
NM_001184178.1	chrXVI	702114	703970	-	1857	4
NM_001184179.1	chrXVI	704225	704656	-	432	2
NM_001184180.1	chrXVI	704854	706593	+	1740	6
NM_001184181.1	chrXVI	706972	708342	+	1371	2
NM_001184182.1	chrXVI	708497	709828	-	1332	2
NM_001184183.1	chrXVI	710101	711138	+	1038	0
NM_001184185.1	chrXVI	711403	713028	-	1626	12
NM_001184186.1	chrXVI	713275	715941	+	2667	2
NM_001184188.1	chrXVI	716156	718468	-	2313	4
NR_132268.1	chrXVI	718700	718806	-	107	0
NR_132269.1	chrXVI	718887	719050	-	164	0
NR_132270.1	chrXVI	719148	719242	-	95	0
NM_001184190.1	chrXVI	719558	720424	-	867	0
NM_001184191.1	chrXVI	720637	720960	+	324	0
NM_001184192.1	chrXVI	721037	724717	-	3681	0
NM_001184193.1	chrXVI	724842	725144	-	303	0
NM_001184194.2	chrXVI	725394	728615	+	3222	4
NM_001184195.1	chrXVI;chrXVI	728947;729482	729385;729528	-;-	486	0
NM_001184197.1	chrXVI	729791	730213	+	423	0
NM_001184198.1	chrXVI	730492	731019	+	528	0
NM_001184199.1	chrXVI	731224	731748	-	525	28
NM_001184200.1	chrXVI	732349	733212	+	864	6
NM_001184201.1	chrXVI	733623	736433	-	2811	8
NM_001184202.1	chrXVI	736984	739569	-	2586	2
NM_001184203.1	chrXVI	740061	741392	+	1332	0
NM_001184204.1	chrXVI	741438	742064	-	627	6
NM_001184205.1	chrXVI	742454	743743	+	1290	4
NM_001184581.1	chrXVI	744175	744387	+	213	0
NM_001184206.1	chrXVI	744689	745573	+	885	6
NM_001184207.1	chrXVI	745828	746835	-	1008	6
NM_001184208.1	chrXVI	747306	749000	+	1695	4
NM_001184209.1	chrXVI	749256	751919	-	2664	4
NM_001184210.1	chrXVI	752257	752919	+	663	15
NM_001184211.1	chrXVI	753301	754248	+	948	8
NM_001184212.1	chrXVI	754877	758128	+	3252	0
NM_001184213.1	chrXVI	758648	759481	+	834	0
NM_001184214.1	chrXVI	760025	767494	+	7470	2
NM_001184215.1	chrXVI	767752	768987	+	1236	2
NM_001184216.1	chrXVI	771653	773128	+	1476	2
NM_001184217.1	chrXVI	773875	775182	-	1308	2
NM_001184218.2	chrXVI	778583	780301	+	1719	12
NM_001184219.1	chrXVI	782045	785671	+	3627	2
NM_001184222.1	chrXVI	787961	789325	+	1365	5
NM_001184224.1	chrXVI	790083	791120	+	1038	0
NM_001184225.1	chrXVI	791218	792204	-	987	6
NM_001184226.1	chrXVI	792687	793736	+	1050	10
NM_001184228.1	chrXVI	793911	794498	-	588	6
NM_001184229.1	chrXVI;chrXVI	794965;795395	795029;795767	+;+	438	73
NM_001184230.1	chrXVI	795978	797210	-	1233	10
NM_001184307.1	chrXVI	797557	797709	+	153	2
NM_001184231.1	chrXVI	798051	798857	+	807	0
NM_001184232.1	chrXVI	799234	802017	+	2784	2
NM_001184234.1	chrXVI	802359	804080	+	1722	10
NM_001184394.2	chrXVI;chrXVI	805001;808965	808963;810269	-;-	5268	0
NM_001184393.1	chrXVI	808947	810269	-	1323	0
NM_001184235.1	chrXVI	810984	812453	-	1470	4
NM_001184236.1	chrXVI	813156	814058	-	903	2
NM_001184237.1	chrXVI	814391	815536	+	1146	0
NM_001184238.1	chrXVI	815734	817923	-	2190	2
NM_001184240.1	chrXVI	818323	819075	+	753	10
NM_001184241.1	chrXVI	819765	821423	-	1659	8
NR_132271.1	chrXVI	821732	821903	+	172	0
NM_001184242.1	chrXVI	822620	824338	+	1719	24
NM_001184687.1	chrXVI	824690	824926	-	237	0
NM_001184244.1	chrXVI	825645	826559	-	915	2
NM_001184245.1	chrXVI	826833	828140	-	1308	8
NM_001184246.1	chrXVI	829918	830439	+	522	25
NM_001184248.1	chrXVI	831055	831675	-	621	0
NM_001184249.1	chrXVI	832061	833458	-	1398	2
NM_001184250.1	chrXVI;chrXVI	833689;833828	833693;834245	+;+	423	0
NM_001184251.1	chrXVI	834565	835212	+	648	2
NM_001184252.1	chrXVI	835563	837413	-	1851	0
NM_001184253.1	chrXVI	837909	839777	-	1869	2
NM_001184254.1	chrXVI	841266	842669	+	1404	0
NM_001184255.1	chrXVI	843262	844020	+	759	0
NM_001184397.1	chrXVI	844709	846031	+	1323	0
NM_001184398.2	chrXVI;chrXVI	844709;846015	846013;849980	+;+	5271	0
NM_001184396.2	chrXVI;chrXVI	850989;854953	854951;856257	-;-	5268	0
NM_001184395.1	chrXVI	854935	856257	-	1323	0
NM_001184256.1	chrXVI	857583	859745	+	2163	2
NM_001184628.1	chrXVI	860314	860415	-	102	0
NM_001184257.1	chrXVI	861306	864014	+	2709	0
NM_001184258.1	chrXVI	864449	866422	-	1974	6
NM_001184259.1	chrXVI	866715	868304	-	1590	0
NM_001184260.1	chrXVI	868645	869955	-	1311	26
NM_001184261.1	chrXVI	870703	874926	+	4224	2
NM_001184262.1	chrXVI	875368	875997	+	630	15
NM_001184263.1	chrXVI	876282	876629	-	348	2
NM_001184264.1	chrXVI	876847	877632	-	786	8
NM_001184265.1	chrXVI	878076	878549	+	474	2
NM_001184266.1	chrXVI	878690	880168	+	1479	14
NM_001184525.1	chrXVI;chrXVI	883239;883487	883387;883595	+;+	258	10
NM_001184268.1	chrXVI	883828	885558	+	1731	4
NM_001184269.1	chrXVI	885796	886398	+	603	0
NM_001184270.1	chrXVI	886524	887837	-	1314	8
NM_001184271.1	chrXVI	888043	888708	-	666	0
NM_001184272.1	chrXVI	888974	891043	+	2070	0
NM_001184273.1	chrXVI	891101	892078	-	978	4
NM_001184275.1	chrXVI	892332	893729	+	1398	2
NM_001184276.1	chrXVI	893797	895764	-	1968	0
NM_001184277.1	chrXVI	895961	897004	+	1044	0
NM_001184278.1	chrXVI	897361	899667	-	2307	22
NM_001184279.1	chrXVI	900194	900454	+	261	0
NM_001184280.1	chrXVI	900755	901558	+	804	14
NM_001184281.1	chrXVI	902044	906654	+	4611	0
NM_001184282.1	chrXVI	907218	909434	+	2217	0
NM_001184283.1	chrXVI	909733	911022	-	1290	0
NM_001184284.1	chrXVI;chrXVI	911257;911353	911276;911800	+;+	468	12
NM_001184285.1	chrXVI	911988	912479	-	492	4
NM_001184286.1	chrXVI	912664	916962	+	4299	2
NM_001184288.1	chrXVI	919381	920487	+	1107	20
NM_001184289.1	chrXVI	921860	922777	+	918	0
NM_001184290.1	chrXVI	922909	923379	-	471	0
NM_001184291.1	chrXVI	924304	926937	-	2634	2
NM_001348889.1	chrXVI	927965	928294	-	330	0
NM_001184293.1	chrXVI	931376	932788	+	1413	2
NM_001184295.1	chrXVI	934034	935665	+	1632	2
NM_001184296.1	chrXVI	938148	939032	-	885	2
NM_001184297.1	chrXVI	939279	939671	-	393	0
NM_001184298.1	chrXVI	939922	941136	+	1215	0
NM_001184299.1	chrXVI;chrXVI	943032;943199	943050;943896	+;+	717	0
NM_001184300.1	chrXVI	943880	944188	+	309	0
NM_001184301.1	chrXVI	944603	947701	+	3099	0
NM_001179143.1	chrVIII	130730	131446	-	717	4
NM_001179278.1	chrVIII	392639	393283	-	645	6
NM_001179130.1	chrVIII;chrVIII	445;2671	1897;3311	-;-	2094	6
NM_001179129.1	chrVIII	3726	4541	-	816	0
NM_001184650.1	chrVIII	5663	5797	-	135	0
NM_001179128.1	chrVIII	6401	7546	+	1146	0
NM_001179127.2	chrVIII	8351	10213	-	1863	0
NM_001179126.1	chrVIII	11923	12285	-	363	0
NM_001179124.1	chrVIII	13565	14272	+	708	0
NM_001179123.1	chrVIII	14901	15413	+	513	0
NM_001179122.1	chrVIII	15667	16119	+	453	0
NM_001348807.1	chrVIII	17392	17841	+	450	0
NM_001179120.1	chrVIII	19088	20971	-	1884	6
NM_001179119.1	chrVIII	21783	23540	+	1758	2
NM_001179118.1	chrVIII	23617	25509	-	1893	0
NM_001348812.1	chrVIII	25778	26179	-	402	0
NM_001179116.1	chrVIII	26241	27881	+	1641	0
NM_001179115.1	chrVIII	27978	32756	-	4779	10
NM_001179114.1	chrVIII	33193	34077	-	885	14
NM_001179113.1	chrVIII	35255	36025	-	771	18
NM_001179112.1	chrVIII	36379	38508	-	2130	4
NM_001179111.1	chrVIII	38815	39486	-	672	0
NM_001179110.1	chrVIII	40084	45690	+	5607	2
NM_001179109.1	chrVIII	45929	47968	-	2040	6
NM_001179108.1	chrVIII	48763	50580	+	1818	4
NM_001179107.1	chrVIII	51111	52988	+	1878	20
NM_001179106.1	chrVIII	53219	54166	-	948	2
NM_001179105.1	chrVIII	54851	55849	+	999	4
NM_001179104.1	chrVIII	56649	58790	+	2142	0
NM_001179103.1	chrVIII	59123	62563	-	3441	0
NM_001179102.1	chrVIII	62961	64157	-	1197	0
NM_001179101.1	chrVIII	64462	65859	-	1398	2
NM_001179100.1	chrVIII	66242	67456	-	1215	6
NM_001179099.1	chrVIII	67731	69548	-	1818	0
NM_001179098.1	chrVIII	69708	70070	+	363	0
NM_001179097.1	chrVIII	70276	71874	+	1599	6
NM_001179096.1	chrVIII	72037	74244	-	2208	2
NM_001184649.1	chrVIII	74699	74782	+	84	0
NM_001179095.1	chrVIII	75412	75777	+	366	82
NM_001179094.1	chrVIII	76097	77314	-	1218	2
NM_001179093.1	chrVIII	77430	78353	-	924	0
NM_001179092.1	chrVIII	78936	80417	+	1482	2
NM_001179091.1	chrVIII	80654	81616	-	963	11
NM_001179090.1	chrVIII	81964	83721	-	1758	4
NM_001179089.1	chrVIII	84068	85060	-	993	8
NM_001184403.1	chrVIII	85909	87150	+	1242	0
NM_001184404.2	chrVIII;chrVIII	85909;86996	86994;91318	+;+	5409	0
NM_001179088.1	chrVIII	92627	94510	-	1884	0
NM_001179087.1	chrVIII	95118	97937	-	2820	0
NM_001179086.1	chrVIII	98343	98795	-	453	0
NM_001348872.1	chrVIII	98828	99220	-	393	0
NM_001179084.1	chrVIII	99219	100403	+	1185	4
NM_001179083.1	chrVIII	100648	101883	-	1236	14
NM_001179082.1	chrVIII	102612	103970	+	1359	2
NM_001179081.1	chrVIII;chrVIII	104277;104804	104405;105091	+;+	417	15
NM_001179131.1	chrVIII	106055	107368	+	1314	2
NM_001181426.1	chrVIII;chrVIII	107826;107895	107831;108122	+;+	234	9
NM_001179132.1	chrVIII	108812	109885	+	1074	2
NM_001179133.1	chrVIII	110028	111317	-	1290	10
NM_001179134.1	chrVIII	111754	113094	-	1341	0
NM_001179135.1	chrVIII	113499	114917	-	1419	10
NM_001181427.1	chrVIII	115620	115901	-	282	11
NM_001179136.1	chrVIII	117814	119439	+	1626	2
NM_001179137.1	chrVIII	120091	121683	-	1593	85
NM_001184651.1	chrVIII	122550	122765	-	216	2
NM_001179138.1	chrVIII	122889	123590	-	702	2
NM_001179139.1	chrVIII	124109	125680	-	1572	10
NM_001179140.1	chrVIII;chrVIII	126521;127113	126551;127492	+;+	411	45
NM_001179141.1	chrVIII	127780	129120	+	1341	2
NM_001179142.1	chrVIII;chrVIII	129481;129648	129528;130448	+;+	849	2
NM_001179144.1	chrVIII	132047	132922	+	876	0
NM_001179145.1	chrVIII	134554	136533	+	1980	0
NM_001179146.1	chrVIII;chrVIII	136881;138409	138240;138455	-;-	1407	0
NM_001179147.1	chrVIII	138694	139851	+	1158	2
NM_001179148.1	chrVIII	140011	141402	-	1392	14
NM_001179149.1	chrVIII	141894	143558	-	1665	20
NM_001179150.1	chrVIII	143996	146062	+	2067	20
NM_001179151.1	chrVIII;chrVIII	147871;148667	148116;148669	-;-	249	30
NM_001181428.1	chrVIII	149225	149680	+	456	0
NM_001179152.1	chrVIII	149575	150345	-	771	0
NM_001184597.1	chrVIII	151217	151306	-	90	0
NM_001179153.1	chrVIII	151666	157452	+	5787	4
NM_001179154.1	chrVIII	157744	159192	-	1449	6
NM_001179155.1	chrVIII	159438	160511	+	1074	10
NM_001179156.1	chrVIII	160844	161485	+	642	3
NM_001179157.1	chrVIII	161730	164711	-	2982	20
NM_001179158.1	chrVIII	164978	167434	-	2457	3
NM_001179159.1	chrVIII	167677	168561	-	885	2
NM_001179160.1	chrVIII	168890	170344	-	1455	6
NM_001179161.1	chrVIII	170799	172970	-	2172	6
NM_001179162.1	chrVIII	173344	175089	+	1746	13
NM_001179163.1	chrVIII	175548	176819	+	1272	0
NM_001179164.1	chrVIII	176965	177999	-	1035	0
NM_001179165.1	chrVIII	178219	180111	+	1893	0
NM_001179166.1	chrVIII	180345	181760	+	1416	4
NM_001179167.1	chrVIII	181977	183704	+	1728	14
NM_001179168.1	chrVIII	184066	184758	+	693	2
NM_001179169.1	chrVIII	184875	186809	-	1935	10
NM_001180027.1	chrVIII;chrVIII	187173;187677	187514;187679	-;-	345	8
NM_001179170.1	chrVIII	187924	189024	+	1101	2
NM_001179171.1	chrVIII;chrVIII	189131;189851	189749;189864	-;-	633	2
NM_001179172.1	chrVIII	190543	192618	+	2076	6
NM_001179173.1	chrVIII	192805	193545	-	741	2
NM_001179174.1	chrVIII	194068	194808	-	741	0
NM_001179175.1	chrVIII	195551	197233	+	1683	2
NM_001179176.1	chrVIII	197398	198285	-	888	2
NM_001179177.1	chrVIII	198740	201310	-	2571	0
NM_001179178.1	chrVIII	204607	206151	+	1545	2
NM_001179179.1	chrVIII	206462	207193	+	732	57
NM_001179180.1	chrVIII	207654	209303	+	1650	6
NM_001184652.1	chrVIII	209475	209645	+	171	0
NM_001179181.1	chrVIII	209705	210151	+	447	12
NM_001179182.1	chrVIII	210848	211978	+	1131	22
NR_132186.1	chrVIII	212409	213118	+	710	0
NM_001179185.1	chrVIII	212535	212720	-	186	0
NM_001179184.1	chrVIII	213185	214249	-	1065	0
NR_132187.1	chrVIII	214407	215116	+	710	0
NM_001179183.1	chrVIII	214533	214718	-	186	0
NM_001179186.2	chrVIII	215183	217834	-	2652	2
NM_001179187.1	chrVIII	218226	218843	-	618	0
NM_001179188.1	chrVIII	218997	219884	-	888	0
NM_001179189.1	chrVIII	220108	220500	+	393	0
NM_001179190.1	chrVIII	220725	221270	+	546	2
NM_001179191.1	chrVIII	221534	222478	-	945	2
NM_001179192.1	chrVIII	222877	223758	-	882	0
NM_001179193.1	chrVIII	224030	225169	-	1140	2
NM_001179194.1	chrVIII	225525	227141	-	1617	20
NM_001179195.1	chrVIII	227532	229037	-	1506	10
NM_001179196.1	chrVIII	229335	230696	+	1362	7
NM_001179197.1	chrVIII	230970	231812	+	843	0
NM_001179198.1	chrVIII	232133	233296	+	1164	10
NM_001179199.1	chrVIII	233579	234658	-	1080	6
NM_001179200.1	chrVIII	234881	236380	+	1500	6
NM_001179201.1	chrVIII	237004	237693	+	690	2
NM_001179202.2	chrVIII	239098	241293	+	2196	18
NM_001184438.1	chrVIII	241664	241840	+	177	12
NM_001179203.1	chrVIII	242582	245572	+	2991	6
NM_001179204.1	chrVIII	246193	248337	+	2145	4
NM_001179205.1	chrVIII	248439	249641	-	1203	0
NM_001179206.1	chrVIII;chrVIII	251101;251249	251155;252225	+;+	1032	2
NM_001179207.1	chrVIII;chrVIII	252374;255751	255637;255756	-;-	3270	4
NM_001179208.1	chrVIII	256360	258018	+	1659	6
NM_001179209.1	chrVIII	258244	261591	-	3348	0
NM_001180026.1	chrVIII;chrVIII	262192;262441	262354;262553	-;-	276	0
NM_001179210.1	chrVIII	262801	266838	-	4038	3
NM_001179211.1	chrVIII	267538	268092	+	555	4
NM_001179212.1	chrVIII	268459	271548	-	3090	8
NM_001179213.1	chrVIII	272627	273616	+	990	6
NM_001179214.1	chrVIII	274174	276240	+	2067	9
NM_001179215.1	chrVIII	276764	277768	+	1005	4
NM_001179216.1	chrVIII	278153	279724	+	1572	2
NM_001184553.1	chrVIII	280231	280392	+	162	0
NM_001179217.1	chrVIII	280820	281155	+	336	2
NM_001179218.1	chrVIII	281495	282382	+	888	0
NM_001179219.1	chrVIII	282681	283298	-	618	26
NM_001179220.1	chrVIII	283777	284625	-	849	0
NM_001179221.1	chrVIII	284839	286770	-	1932	2
NM_001179222.2	chrVIII	287081	288811	-	1731	2
NM_001348818.1	chrVIII	289142	289690	+	549	0
NM_001179224.1	chrVIII	290913	292625	-	1713	60
NM_001179226.1	chrVIII	294669	296447	-	1779	0
NM_001179227.1	chrVIII;chrVIII	297385;298485	298360;298609	-;-	1101	0
NM_001179228.1	chrVIII	299145	301934	-	2790	6
NM_001179229.1	chrVIII	302761	313995	+	11235	2
NM_001179230.1	chrVIII	314116	314673	-	558	0
NM_001179231.1	chrVIII;chrVIII	314874;315859	315771;315968	-;-	1008	0
NM_001179232.1	chrVIII	316572	319814	+	3243	8
NM_001179233.1	chrVIII	320414	322972	+	2559	4
NM_001179234.1	chrVIII	323409	324392	+	984	8
NM_001179235.1	chrVIII	324766	325410	+	645	0
NM_001179236.1	chrVIII	325598	326626	+	1029	2
NM_001179237.1	chrVIII	326813	328036	-	1224	14
NM_001179238.1	chrVIII	328303	330060	+	1758	4
NM_001179239.1	chrVIII	330310	332067	+	1758	4
NM_001179240.1	chrVIII	332282	332920	+	639	4
NM_001179241.1	chrVIII	333072	334394	+	1323	4
NM_001179242.1	chrVIII	334527	335663	-	1137	4
NM_001179243.1	chrVIII	336337	337809	+	1473	4
NM_001179244.1	chrVIII	338083	339984	+	1902	4
NM_001179245.1	chrVIII	340109	341359	-	1251	5
NM_001179246.1	chrVIII	341665	342120	+	456	0
NM_001179247.1	chrVIII	342349	344268	+	1920	4
NM_001179248.1	chrVIII	344321	345628	-	1308	6
NM_001179249.1	chrVIII	346043	349285	+	3243	0
NM_001179250.1	chrVIII	349574	352453	+	2880	0
NM_001179251.1	chrVIII	352756	353319	+	564	4
NM_001179252.1	chrVIII	353625	354320	+	696	2
NM_001179253.1	chrVIII;chrVIII	354815;354956	354864;356081	+;+	1176	2
NM_001179254.1	chrVIII	356561	358444	+	1884	0
NM_001348824.1	chrVIII	358858	359163	+	306	0
NM_001179256.1	chrVIII	359702	360181	-	480	0
